,emotion,image,user.id
59,neutral,Augmented_FN_batch_0_file_59.jpg,1122
60,neutral,Augmented_FN_batch_0_file_60.jpg,1122
61,neutral,Augmented_FN_batch_0_file_61.jpg,1122
62,neutral,Augmented_FN_batch_0_file_62.jpg,1122
63,neutral,Augmented_FN_batch_0_file_63.jpg,1122
64,neutral,Augmented_FN_batch_0_file_64.jpg,1122
65,happiness,Augmented_FN_batch_0_file_65.jpg,1122
66,neutral,Augmented_FN_batch_0_file_66.jpg,1122
67,neutral,Augmented_FN_batch_0_file_67.jpg,1122
68,neutral,Augmented_FN_batch_0_file_68.jpg,1122
69,happiness,Augmented_FN_batch_0_file_69.jpg,1122
70,happiness,Augmented_FN_batch_0_file_70.jpg,1122
71,happiness,Augmented_FN_batch_0_file_71.jpg,1122
72,neutral,Augmented_FN_batch_0_file_72.jpg,1122
73,neutral,Augmented_FN_batch_0_file_73.jpg,1122
74,neutral,Augmented_FN_batch_0_file_74.jpg,1122
75,happiness,Augmented_FN_batch_0_file_75.jpg,1122
76,happiness,Augmented_FN_batch_0_file_76.jpg,1122
77,happiness,Augmented_FN_batch_0_file_77.jpg,1122
78,neutral,Augmented_FN_batch_0_file_78.jpg,1122
79,happiness,Augmented_FN_batch_0_file_79.jpg,1122
80,neutral,Augmented_FN_batch_0_file_80.jpg,1122
81,neutral,Augmented_FN_batch_0_file_81.jpg,1122
82,happiness,Augmented_FN_batch_0_file_82.jpg,1122
83,neutral,Augmented_FN_batch_0_file_83.jpg,1122
84,neutral,Augmented_FN_batch_0_file_84.jpg,1122
85,neutral,Augmented_FN_batch_0_file_85.jpg,1122
86,neutral,Augmented_FN_batch_0_file_86.jpg,1122
87,neutral,Augmented_FN_batch_0_file_87.jpg,1122
88,neutral,Augmented_FN_batch_0_file_88.jpg,1122
89,neutral,Augmented_FN_batch_0_file_89.jpg,1122
90,neutral,Augmented_FN_batch_0_file_90.jpg,1122
91,neutral,Augmented_FN_batch_0_file_91.jpg,1122
92,happiness,Augmented_FN_batch_0_file_92.jpg,1122
93,sadness,Augmented_FN_batch_0_file_93.jpg,1122
94,neutral,Augmented_FN_batch_0_file_94.jpg,1122
95,neutral,Augmented_FN_batch_0_file_95.jpg,1122
96,happiness,Augmented_FN_batch_0_file_96.jpg,1122
97,neutral,Augmented_FN_batch_0_file_97.jpg,1122
98,neutral,Augmented_FN_batch_0_file_98.jpg,1122
99,neutral,Augmented_FN_batch_0_file_99.jpg,1122
100,happiness,Augmented_FN_batch_0_file_100.jpg,1122
101,neutral,Augmented_FN_batch_0_file_101.jpg,1122
102,neutral,Augmented_FN_batch_0_file_102.jpg,1122
103,happiness,Augmented_FN_batch_0_file_103.jpg,1122
104,happiness,Augmented_FN_batch_0_file_104.jpg,1122
105,neutral,Augmented_FN_batch_0_file_105.jpg,1122
106,happiness,Augmented_FN_batch_0_file_106.jpg,1122
107,happiness,Augmented_FN_batch_0_file_107.jpg,1122
108,neutral,Augmented_FN_batch_0_file_108.jpg,1122
109,neutral,Augmented_FN_batch_0_file_109.jpg,1122
110,happiness,Augmented_FN_batch_0_file_110.jpg,1122
111,neutral,Augmented_FN_batch_0_file_111.jpg,1122
112,happiness,Augmented_FN_batch_0_file_112.jpg,1122
113,happiness,Augmented_FN_batch_0_file_113.jpg,1122
114,neutral,Augmented_FN_batch_0_file_114.jpg,1122
115,happiness,Augmented_FN_batch_0_file_115.jpg,1122
116,neutral,Augmented_FN_batch_0_file_116.jpg,1122
117,neutral,Augmented_FN_batch_0_file_117.jpg,1122
118,neutral,Augmented_FN_batch_0_file_118.jpg,1122
119,happiness,Augmented_FN_batch_0_file_119.jpg,1122
120,happiness,Augmented_FN_batch_0_file_120.jpg,1122
121,neutral,Augmented_FN_batch_0_file_121.jpg,1122
122,happiness,Augmented_FN_batch_0_file_122.jpg,1122
123,neutral,Augmented_FN_batch_0_file_123.jpg,1122
124,neutral,Augmented_FN_batch_0_file_124.jpg,1122
125,neutral,Augmented_FN_batch_0_file_125.jpg,1122
126,neutral,Augmented_FN_batch_0_file_126.jpg,1122
127,neutral,Augmented_FN_batch_0_file_127.jpg,1122
128,neutral,Augmented_FN_batch_0_file_128.jpg,1122
129,neutral,Augmented_FN_batch_0_file_129.jpg,1122
130,neutral,Augmented_FN_batch_0_file_130.jpg,1122
131,surprise,Augmented_FN_batch_0_file_131.jpg,1122
132,neutral,Augmented_FN_batch_0_file_132.jpg,1122
133,happiness,Augmented_FN_batch_0_file_133.jpg,1122
134,happiness,Augmented_FN_batch_0_file_134.jpg,1122
135,happiness,Augmented_FN_batch_0_file_135.jpg,1122
136,neutral,Augmented_FN_batch_0_file_136.jpg,1122
137,neutral,Augmented_FN_batch_0_file_137.jpg,1122
138,neutral,Augmented_FN_batch_0_file_138.jpg,1122
139,contempt,Augmented_FN_batch_0_file_139.jpg,1122
140,happiness,Augmented_FN_batch_0_file_140.jpg,1122
141,happiness,Augmented_FN_batch_0_file_141.jpg,1122
142,neutral,Augmented_FN_batch_0_file_142.jpg,1122
143,neutral,Augmented_FN_batch_0_file_143.jpg,1122
144,happiness,Augmented_FN_batch_0_file_144.jpg,1122
145,neutral,Augmented_FN_batch_0_file_145.jpg,1122
146,happiness,Augmented_FN_batch_0_file_146.jpg,1122
147,neutral,Augmented_FN_batch_0_file_147.jpg,1122
148,happiness,Augmented_FN_batch_0_file_148.jpg,1122
149,happiness,Augmented_FN_batch_0_file_149.jpg,1122
150,neutral,Augmented_FN_batch_0_file_150.jpg,1122
151,happiness,Augmented_FN_batch_0_file_151.jpg,1122
152,neutral,Augmented_FN_batch_0_file_152.jpg,1122
153,happiness,Augmented_FN_batch_0_file_153.jpg,1122
154,neutral,Augmented_FN_batch_0_file_154.jpg,1122
155,neutral,Augmented_FN_batch_0_file_155.jpg,1122
156,neutral,Augmented_FN_batch_0_file_156.jpg,1122
157,neutral,Augmented_FN_batch_0_file_157.jpg,1122
158,neutral,Augmented_FN_batch_0_file_158.jpg,1122
159,happiness,Augmented_FN_batch_0_file_159.jpg,1122
160,neutral,Augmented_FN_batch_0_file_160.jpg,1122
161,happiness,Augmented_FN_batch_0_file_161.jpg,1122
162,neutral,Augmented_FN_batch_0_file_162.jpg,1122
163,happiness,Augmented_FN_batch_0_file_163.jpg,1122
164,happiness,Augmented_FN_batch_0_file_164.jpg,1122
165,happiness,Augmented_FN_batch_0_file_165.jpg,1122
166,happiness,Augmented_FN_batch_0_file_166.jpg,1122
167,happiness,Augmented_FN_batch_0_file_167.jpg,1122
168,neutral,Augmented_FN_batch_0_file_168.jpg,1122
169,happiness,Augmented_FN_batch_0_file_169.jpg,1122
170,neutral,Augmented_FN_batch_0_file_170.jpg,1122
171,happiness,Augmented_FN_batch_0_file_171.jpg,1122
172,happiness,Augmented_FN_batch_0_file_172.jpg,1122
173,happiness,Augmented_FN_batch_0_file_173.jpg,1122
174,neutral,Augmented_FN_batch_0_file_174.jpg,1122
175,neutral,Augmented_FN_batch_0_file_175.jpg,1122
176,neutral,Augmented_FN_batch_0_file_176.jpg,1122
177,neutral,Augmented_FN_batch_0_file_177.jpg,1122
178,neutral,Augmented_FN_batch_0_file_178.jpg,1122
179,happiness,Augmented_FN_batch_0_file_179.jpg,1122
180,happiness,Augmented_FN_batch_0_file_180.jpg,1122
181,happiness,Augmented_FN_batch_0_file_181.jpg,1122
182,happiness,Augmented_FN_batch_0_file_182.jpg,1122
183,happiness,Augmented_FN_batch_0_file_183.jpg,1122
184,happiness,Augmented_FN_batch_0_file_184.jpg,1122
185,neutral,Augmented_FN_batch_0_file_185.jpg,1122
186,happiness,Augmented_FN_batch_0_file_186.jpg,1122
187,neutral,Augmented_FN_batch_0_file_187.jpg,1122
188,neutral,Augmented_FN_batch_0_file_188.jpg,1122
189,neutral,Augmented_FN_batch_0_file_189.jpg,1122
190,anger,Augmented_FN_batch_0_file_190.jpg,1122
191,neutral,Augmented_FN_batch_0_file_191.jpg,1122
192,neutral,Augmented_FN_batch_0_file_192.jpg,1122
193,neutral,Augmented_FN_batch_0_file_193.jpg,1122
194,happiness,Augmented_FN_batch_0_file_194.jpg,1122
195,neutral,Augmented_FN_batch_0_file_195.jpg,1122
196,happiness,Augmented_FN_batch_0_file_196.jpg,1122
197,neutral,Augmented_FN_batch_0_file_197.jpg,1122
198,neutral,Augmented_FN_batch_0_file_198.jpg,1122
199,neutral,Augmented_FN_batch_0_file_199.jpg,1122
200,neutral,Augmented_FN_batch_0_file_200.jpg,1122
201,neutral,Augmented_FN_batch_0_file_201.jpg,1122
202,neutral,Augmented_FN_batch_0_file_202.jpg,1122
203,neutral,Augmented_FN_batch_0_file_203.jpg,1122
204,happiness,Augmented_FN_batch_0_file_204.jpg,1122
205,neutral,Augmented_FN_batch_0_file_205.jpg,1122
206,happiness,Augmented_FN_batch_0_file_206.jpg,1122
207,happiness,Augmented_FN_batch_0_file_207.jpg,1122
208,neutral,Augmented_FN_batch_0_file_208.jpg,1122
209,neutral,Augmented_FN_batch_0_file_209.jpg,1122
210,neutral,Augmented_FN_batch_0_file_210.jpg,1122
211,neutral,Augmented_FN_batch_0_file_211.jpg,1122
212,happiness,Augmented_FN_batch_0_file_212.jpg,1122
213,neutral,Augmented_FN_batch_0_file_213.jpg,1122
214,happiness,Augmented_FN_batch_0_file_214.jpg,1122
215,neutral,Augmented_FN_batch_0_file_215.jpg,1122
216,neutral,Augmented_FN_batch_0_file_216.jpg,1122
217,neutral,Augmented_FN_batch_0_file_217.jpg,1122
218,happiness,Augmented_FN_batch_0_file_218.jpg,1122
219,neutral,Augmented_FN_batch_0_file_219.jpg,1122
220,happiness,Augmented_FN_batch_0_file_220.jpg,1122
221,neutral,Augmented_FN_batch_0_file_221.jpg,1122
222,neutral,Augmented_FN_batch_0_file_222.jpg,1122
223,neutral,Augmented_FN_batch_0_file_223.jpg,1122
224,neutral,Augmented_FN_batch_0_file_224.jpg,1122
225,neutral,Augmented_FN_batch_0_file_225.jpg,1122
226,happiness,Augmented_FN_batch_0_file_226.jpg,1122
227,happiness,Augmented_FN_batch_0_file_227.jpg,1122
228,neutral,Augmented_FN_batch_0_file_228.jpg,1122
229,neutral,Augmented_FN_batch_0_file_229.jpg,1122
230,happiness,Augmented_FN_batch_0_file_230.jpg,1122
231,neutral,Augmented_FN_batch_0_file_231.jpg,1122
232,neutral,Augmented_FN_batch_0_file_232.jpg,1122
233,neutral,Augmented_FN_batch_0_file_233.jpg,1122
234,neutral,Augmented_FN_batch_0_file_234.jpg,1122
235,neutral,Augmented_FN_batch_0_file_235.jpg,1122
236,neutral,Augmented_FN_batch_0_file_236.jpg,1122
237,neutral,Augmented_FN_batch_0_file_237.jpg,1122
238,neutral,Augmented_FN_batch_0_file_238.jpg,1122
239,neutral,Augmented_FN_batch_0_file_239.jpg,1122
240,happiness,Augmented_FN_batch_0_file_240.jpg,1122
241,neutral,Augmented_FN_batch_0_file_241.jpg,1122
242,happiness,Augmented_FN_batch_0_file_242.jpg,1122
243,happiness,Augmented_FN_batch_0_file_243.jpg,1122
244,neutral,Augmented_FN_batch_0_file_244.jpg,1122
245,happiness,Augmented_FN_batch_0_file_245.jpg,1122
246,neutral,Augmented_FN_batch_0_file_246.jpg,1122
247,neutral,Augmented_FN_batch_0_file_247.jpg,1122
248,neutral,Augmented_FN_batch_0_file_248.jpg,1122
249,neutral,Augmented_FN_batch_0_file_249.jpg,1122
250,neutral,Augmented_FN_batch_0_file_250.jpg,1122
251,neutral,Augmented_FN_batch_0_file_251.jpg,1122
252,neutral,Augmented_FN_batch_0_file_252.jpg,1122
253,neutral,Augmented_FN_batch_0_file_253.jpg,1122
254,happiness,Augmented_FN_batch_0_file_254.jpg,1122
255,neutral,Augmented_FN_batch_0_file_255.jpg,1122
256,neutral,Augmented_FN_batch_0_file_256.jpg,1122
257,neutral,Augmented_FN_batch_0_file_257.jpg,1122
258,happiness,Augmented_FN_batch_0_file_258.jpg,1122
259,neutral,Augmented_FN_batch_0_file_259.jpg,1122
260,neutral,Augmented_FN_batch_0_file_260.jpg,1122
261,happiness,Augmented_FN_batch_0_file_261.jpg,1122
262,neutral,Augmented_FN_batch_0_file_262.jpg,1122
263,neutral,Augmented_FN_batch_0_file_263.jpg,1122
264,happiness,Augmented_FN_batch_0_file_264.jpg,1122
265,neutral,Augmented_FN_batch_0_file_265.jpg,1122
266,happiness,Augmented_FN_batch_0_file_266.jpg,1122
267,neutral,Augmented_FN_batch_0_file_267.jpg,1122
268,happiness,Augmented_FN_batch_0_file_268.jpg,1122
269,neutral,Augmented_FN_batch_0_file_269.jpg,1122
270,happiness,Augmented_FN_batch_0_file_270.jpg,1122
271,neutral,Augmented_FN_batch_0_file_271.jpg,1122
272,neutral,Augmented_FN_batch_0_file_272.jpg,1122
273,happiness,Augmented_FN_batch_0_file_273.jpg,1122
274,neutral,Augmented_FN_batch_0_file_274.jpg,1122
275,neutral,Augmented_FN_batch_0_file_275.jpg,1122
276,neutral,Augmented_FN_batch_0_file_276.jpg,1122
277,happiness,Augmented_FN_batch_0_file_277.jpg,1122
278,neutral,Augmented_FN_batch_0_file_278.jpg,1122
279,happiness,Augmented_FN_batch_0_file_279.jpg,1122
280,neutral,Augmented_FN_batch_0_file_280.jpg,1122
281,neutral,Augmented_FN_batch_0_file_281.jpg,1122
282,happiness,Augmented_FN_batch_0_file_282.jpg,1122
283,neutral,Augmented_FN_batch_0_file_283.jpg,1122
284,neutral,Augmented_FN_batch_0_file_284.jpg,1122
285,neutral,Augmented_FN_batch_0_file_285.jpg,1122
286,neutral,Augmented_FN_batch_0_file_286.jpg,1122
287,neutral,Augmented_FN_batch_0_file_287.jpg,1122
288,happiness,Augmented_FN_batch_0_file_288.jpg,1122
289,happiness,Augmented_FN_batch_0_file_289.jpg,1122
290,neutral,Augmented_FN_batch_0_file_290.jpg,1122
291,happiness,Augmented_FN_batch_0_file_291.jpg,1122
292,neutral,Augmented_FN_batch_0_file_292.jpg,1122
293,happiness,Augmented_FN_batch_0_file_293.jpg,1122
294,neutral,Augmented_FN_batch_0_file_294.jpg,1122
295,neutral,Augmented_FN_batch_0_file_295.jpg,1122
296,neutral,Augmented_FN_batch_0_file_296.jpg,1122
297,happiness,Augmented_FN_batch_0_file_297.jpg,1122
298,sadness,Augmented_FN_batch_0_file_298.jpg,1122
299,neutral,Augmented_FN_batch_0_file_299.jpg,1122
300,happiness,Augmented_FN_batch_0_file_300.jpg,1122
301,happiness,Augmented_FN_batch_0_file_301.jpg,1122
302,neutral,Augmented_FN_batch_0_file_302.jpg,1122
303,happiness,Augmented_FN_batch_0_file_303.jpg,1122
304,neutral,Augmented_FN_batch_0_file_304.jpg,1122
305,happiness,Augmented_FN_batch_0_file_305.jpg,1122
306,neutral,Augmented_FN_batch_0_file_306.jpg,1122
307,happiness,Augmented_FN_batch_0_file_307.jpg,1122
308,neutral,Augmented_FN_batch_0_file_308.jpg,1122
309,happiness,Augmented_FN_batch_0_file_309.jpg,1122
310,neutral,Augmented_FN_batch_0_file_310.jpg,1122
311,neutral,Augmented_FN_batch_0_file_311.jpg,1122
312,happiness,Augmented_FN_batch_0_file_312.jpg,1122
313,happiness,Augmented_FN_batch_0_file_313.jpg,1122
314,neutral,Augmented_FN_batch_0_file_314.jpg,1122
315,neutral,Augmented_FN_batch_0_file_315.jpg,1122
316,neutral,Augmented_FN_batch_0_file_316.jpg,1122
317,neutral,Augmented_FN_batch_0_file_317.jpg,1122
318,neutral,Augmented_FN_batch_0_file_318.jpg,1122
319,happiness,Augmented_FN_batch_0_file_319.jpg,1122
320,neutral,Augmented_FN_batch_0_file_320.jpg,1122
321,neutral,Augmented_FN_batch_0_file_321.jpg,1122
322,neutral,Augmented_FN_batch_0_file_322.jpg,1122
323,surprise,Augmented_FN_batch_0_file_323.jpg,1122
324,neutral,Augmented_FN_batch_0_file_324.jpg,1122
325,neutral,Augmented_FN_batch_0_file_325.jpg,1122
326,happiness,Augmented_FN_batch_0_file_326.jpg,1122
327,happiness,Augmented_FN_batch_0_file_327.jpg,1122
328,neutral,Augmented_FN_batch_0_file_328.jpg,1122
329,happiness,Augmented_FN_batch_0_file_329.jpg,1122
330,neutral,Augmented_FN_batch_0_file_330.jpg,1122
331,neutral,Augmented_FN_batch_0_file_331.jpg,1122
332,neutral,Augmented_FN_batch_0_file_332.jpg,1122
333,neutral,Augmented_FN_batch_0_file_333.jpg,1122
334,sadness,Augmented_FN_batch_0_file_334.jpg,1122
335,neutral,Augmented_FN_batch_0_file_335.jpg,1122
336,neutral,Augmented_FN_batch_0_file_336.jpg,1122
337,happiness,Augmented_FN_batch_0_file_337.jpg,1122
338,neutral,Augmented_FN_batch_0_file_338.jpg,1122
339,neutral,Augmented_FN_batch_0_file_339.jpg,1122
340,neutral,Augmented_FN_batch_0_file_340.jpg,1122
341,neutral,Augmented_FN_batch_0_file_341.jpg,1122
342,neutral,Augmented_FN_batch_0_file_342.jpg,1122
343,surprise,Augmented_FN_batch_0_file_343.jpg,1122
344,neutral,Augmented_FN_batch_0_file_344.jpg,1122
345,neutral,Augmented_FN_batch_0_file_345.jpg,1122
346,happiness,Augmented_FN_batch_0_file_346.jpg,1122
347,happiness,Augmented_FN_batch_0_file_347.jpg,1122
348,happiness,Augmented_FN_batch_0_file_348.jpg,1122
349,happiness,Augmented_FN_batch_0_file_349.jpg,1122
350,happiness,Augmented_FN_batch_0_file_350.jpg,1122
351,happiness,Augmented_FN_batch_0_file_351.jpg,1122
352,happiness,Augmented_FN_batch_0_file_352.jpg,1122
353,neutral,Augmented_FN_batch_0_file_353.jpg,1122
354,neutral,Augmented_FN_batch_0_file_354.jpg,1122
355,neutral,Augmented_FN_batch_0_file_355.jpg,1122
356,happiness,Augmented_FN_batch_0_file_356.jpg,1122
357,happiness,Augmented_FN_batch_0_file_357.jpg,1122
358,neutral,Augmented_FN_batch_0_file_358.jpg,1122
359,neutral,Augmented_FN_batch_0_file_359.jpg,1122
360,happiness,Augmented_FN_batch_0_file_360.jpg,1122
361,neutral,Augmented_FN_batch_0_file_361.jpg,1122
362,happiness,Augmented_FN_batch_0_file_362.jpg,1122
363,neutral,Augmented_FN_batch_0_file_363.jpg,1122
364,neutral,Augmented_FN_batch_0_file_364.jpg,1122
365,happiness,Augmented_FN_batch_0_file_365.jpg,1122
366,surprise,Augmented_FN_batch_0_file_366.jpg,1122
367,happiness,Augmented_FN_batch_0_file_367.jpg,1122
368,happiness,Augmented_FN_batch_0_file_368.jpg,1122
369,neutral,Augmented_FN_batch_0_file_369.jpg,1122
370,happiness,Augmented_FN_batch_0_file_370.jpg,1122
371,neutral,Augmented_FN_batch_0_file_371.jpg,1122
372,sadness,Augmented_FN_batch_0_file_372.jpg,1122
373,happiness,Augmented_FN_batch_0_file_373.jpg,1122
374,happiness,Augmented_FN_batch_0_file_374.jpg,1122
375,anger,Augmented_FN_batch_0_file_375.jpg,1122
376,happiness,Augmented_FN_batch_0_file_376.jpg,1122
377,neutral,Augmented_FN_batch_0_file_377.jpg,1122
378,happiness,Augmented_FN_batch_0_file_378.jpg,1122
379,neutral,Augmented_FN_batch_0_file_379.jpg,1122
380,happiness,Augmented_FN_batch_0_file_380.jpg,1122
381,neutral,Augmented_FN_batch_0_file_381.jpg,1122
382,neutral,Augmented_FN_batch_0_file_382.jpg,1122
383,neutral,Augmented_FN_batch_0_file_383.jpg,1122
384,neutral,Augmented_FN_batch_0_file_384.jpg,1122
385,happiness,Augmented_FN_batch_0_file_385.jpg,1122
386,happiness,Augmented_FN_batch_0_file_386.jpg,1122
387,happiness,Augmented_FN_batch_0_file_387.jpg,1122
388,neutral,Augmented_FN_batch_0_file_388.jpg,1122
389,happiness,Augmented_FN_batch_0_file_389.jpg,1122
390,neutral,Augmented_FN_batch_0_file_390.jpg,1122
391,neutral,Augmented_FN_batch_0_file_391.jpg,1122
392,happiness,Augmented_FN_batch_0_file_392.jpg,1122
393,neutral,Augmented_FN_batch_0_file_393.jpg,1122
394,happiness,Augmented_FN_batch_0_file_394.jpg,1122
395,surprise,Augmented_FN_batch_0_file_395.jpg,1122
396,neutral,Augmented_FN_batch_0_file_396.jpg,1122
397,happiness,Augmented_FN_batch_0_file_397.jpg,1122
398,happiness,Augmented_FN_batch_0_file_398.jpg,1122
399,happiness,Augmented_FN_batch_0_file_399.jpg,1122
400,neutral,Augmented_FN_batch_0_file_400.jpg,1122
401,happiness,Augmented_FN_batch_0_file_401.jpg,1122
402,happiness,Augmented_FN_batch_0_file_402.jpg,1122
403,happiness,Augmented_FN_batch_0_file_403.jpg,1122
404,anger,Augmented_FN_batch_0_file_404.jpg,1122
405,neutral,Augmented_FN_batch_0_file_405.jpg,1122
406,happiness,Augmented_FN_batch_0_file_406.jpg,1122
407,happiness,Augmented_FN_batch_0_file_407.jpg,1122
408,neutral,Augmented_FN_batch_0_file_408.jpg,1122
409,surprise,Augmented_FN_batch_0_file_409.jpg,1122
410,happiness,Augmented_FN_batch_0_file_410.jpg,1122
411,neutral,Augmented_FN_batch_0_file_411.jpg,1122
412,happiness,Augmented_FN_batch_0_file_412.jpg,1122
413,surprise,Augmented_FN_batch_0_file_413.jpg,1122
414,neutral,Augmented_FN_batch_0_file_414.jpg,1122
415,neutral,Augmented_FN_batch_0_file_415.jpg,1122
416,happiness,Augmented_FN_batch_0_file_416.jpg,1122
417,neutral,Augmented_FN_batch_0_file_417.jpg,1122
418,happiness,Augmented_FN_batch_0_file_418.jpg,1122
419,happiness,Augmented_FN_batch_0_file_419.jpg,1122
420,happiness,Augmented_FN_batch_0_file_420.jpg,1122
421,happiness,Augmented_FN_batch_0_file_421.jpg,1122
422,sadness,Augmented_FN_batch_0_file_422.jpg,1122
423,neutral,Augmented_FN_batch_0_file_423.jpg,1122
424,neutral,Augmented_FN_batch_0_file_424.jpg,1122
425,happiness,Augmented_FN_batch_0_file_425.jpg,1122
426,happiness,Augmented_FN_batch_0_file_426.jpg,1122
427,neutral,Augmented_FN_batch_0_file_427.jpg,1122
428,neutral,Augmented_FN_batch_0_file_428.jpg,1122
429,neutral,Augmented_FN_batch_0_file_429.jpg,1122
430,neutral,Augmented_FN_batch_0_file_430.jpg,1122
431,neutral,Augmented_FN_batch_0_file_431.jpg,1122
432,happiness,Augmented_FN_batch_0_file_432.jpg,1122
433,neutral,Augmented_FN_batch_0_file_433.jpg,1122
434,neutral,Augmented_FN_batch_0_file_434.jpg,1122
435,neutral,Augmented_FN_batch_0_file_435.jpg,1122
436,happiness,Augmented_FN_batch_0_file_436.jpg,1122
437,neutral,Augmented_FN_batch_0_file_437.jpg,1122
438,neutral,Augmented_FN_batch_0_file_438.jpg,1122
439,neutral,Augmented_FN_batch_0_file_439.jpg,1122
440,neutral,Augmented_FN_batch_0_file_440.jpg,1122
441,neutral,Augmented_FN_batch_0_file_441.jpg,1122
442,happiness,Augmented_FN_batch_0_file_442.jpg,1122
443,neutral,Augmented_FN_batch_0_file_443.jpg,1122
444,neutral,Augmented_FN_batch_0_file_444.jpg,1122
445,neutral,Augmented_FN_batch_0_file_445.jpg,1122
446,neutral,Augmented_FN_batch_0_file_446.jpg,1122
447,sadness,Augmented_FN_batch_0_file_447.jpg,1122
448,happiness,Augmented_FN_batch_0_file_448.jpg,1122
449,neutral,Augmented_FN_batch_0_file_449.jpg,1122
450,neutral,Augmented_FN_batch_0_file_450.jpg,1122
451,happiness,Augmented_FN_batch_0_file_451.jpg,1122
452,neutral,Augmented_FN_batch_0_file_452.jpg,1122
453,happiness,Augmented_FN_batch_0_file_453.jpg,1122
454,neutral,Augmented_FN_batch_0_file_454.jpg,1122
455,neutral,Augmented_FN_batch_0_file_455.jpg,1122
456,neutral,Augmented_FN_batch_0_file_456.jpg,1122
457,neutral,Augmented_FN_batch_0_file_457.jpg,1122
458,happiness,Augmented_FN_batch_0_file_458.jpg,1122
459,neutral,Augmented_FN_batch_0_file_459.jpg,1122
460,happiness,Augmented_FN_batch_0_file_460.jpg,1122
461,neutral,Augmented_FN_batch_0_file_461.jpg,1122
462,neutral,Augmented_FN_batch_0_file_462.jpg,1122
463,surprise,Augmented_FN_batch_0_file_463.jpg,1122
464,happiness,Augmented_FN_batch_0_file_464.jpg,1122
465,neutral,Augmented_FN_batch_0_file_465.jpg,1122
