username,photo,emotion
nmg,Josh_Childress_0001.jpg,neutral
nmg,Josh_Evans_0001.jpg,anger
nmg,Josh_Kronfeld_0001.jpg,neutral
nmg,Joshua_Davey_0001.jpg,happiness
nmg,Joshua_Gracin_0001.jpg,neutral
nmg,Joshua_Harapko_0001.jpg,neutral
nmg,Joshua_Perper_0001.jpg,contempt
nmg,Joxel_Garcia_0001.jpg,fear
nmg,Joy_Bryant_0001.jpg,happiness
nmg,Joy_Lee_Sadler_0001.jpg,disgust
nmg,Juan_Antonio_Samaranch_0001.jpg,surprise
nmg,Juan_Carlos_0001.jpg,sadness
nmg,Juan_Carlos_Ferrero_0001.jpg,happiness
nmg,Juan_Carlos_Ferrero_0002.jpg,sadness
nmg,Juan_Carlos_Ferrero_0003.jpg,happiness
nmg,Juan_Carlos_Ferrero_0004.jpg,neutral
nmg,Juan_Carlos_Ferrero_0005.jpg,contempt
nmg,Juan_Carlos_Ferrero_0006.jpg,sadness
nmg,Juan_Carlos_Ferrero_0007.jpg,fear
nmg,Juan_Carlos_Ferrero_0009.jpg,fear
nmg,Juan_Carlos_Ferrero_0010.jpg,fear
nmg,Juan_Carlos_Ferrero_0011.jpg,sadness
nmg,Juan_Carlos_Ferrero_0012.jpg,fear
nmg,Juan_Carlos_Ferrero_0013.jpg,sadness
nmg,Juan_Carlos_Ferrero_0014.jpg,neutral
nmg,Juan_Carlos_Ferrero_0015.jpg,anger
nmg,Juan_Carlos_Ferrero_0016.jpg,sadness
nmg,Juan_Carlos_Ferrero_0017.jpg,fear
nmg,Juan_Carlos_Ferrero_0018.jpg,sadness
nmg,Juan_Carlos_Ferrero_0019.jpg,anger
nmg,Juan_Carlos_Ferrero_0020.jpg,sadness
nmg,Juan_Carlos_Ferrero_0021.jpg,contempt
nmg,Juan_Carlos_Ferrero_0022.jpg,neutral
nmg,Juan_Carlos_Ferrero_0023.jpg,neutral
nmg,Juan_Carlos_Ferrero_0024.jpg,sadness
nmg,Juan_Carlos_Ferrero_0025.jpg,sadness
nmg,Juan_Carlos_Ferrero_0026.jpg,surprise
nmg,Juan_Carlos_Ferrero_0027.jpg,sadness
nmg,Juan_Carlos_Ferrero_0028.jpg,disgust
nmg,Juan_Carlos_Morales_0001.jpg,neutral
nmg,Juan_Carlos_Ortega_0001.jpg,neutral
nmg,Juan_Fernandez_0001.jpg,neutral
nmg,Juan_Francisco_Palencia_0001.jpg,happiness
nmg,Juan_Ignacio_Chela_0001.jpg,contempt
nmg,Juan_Ignacio_Chela_0002.jpg,surprise
nmg,Juan_Ignacio_Chela_0003.jpg,surprise
nmg,Juan_Jose_Lucas_0001.jpg,fear
nmg,Juan_Manuel_Marquez_0001.jpg,neutral
nmg,Juan_Manuel_Marquez_0002.jpg,happiness
nmg,Juan_Manuel_Marquez_0003.jpg,sadness
nmg,Juan_Pablo_Montoya_0001.jpg,happiness
nmg,Juan_Pablo_Montoya_0002.jpg,happiness
nmg,Juan_Pablo_Montoya_0003.jpg,neutral
nmg,Juan_Pablo_Montoya_0004.jpg,disgust
nmg,Juan_Pablo_Montoya_0006.jpg,surprise
nmg,Juan_Pablo_Montoya_0007.jpg,neutral
nmg,Juan_Pablo_Montoya_0008.jpg,neutral
nmg,Juan_Roman_Carrasco_0001.jpg,sadness
nmg,Juan_Roman_Riquelme_0001.jpg,neutral
nmg,Juan_Sanchez_0001.jpg,sadness
nmg,Juan_Valencia_Osorio_0001.jpg,fear
nmg,Juan_Valencia_Osorio_0002.jpg,neutral
nmg,Juanes_0001.jpg,neutral
nmg,Juanes_0002.jpg,sadness
nmg,Juanes_0003.jpg,neutral
nmg,Judd_Davies_0001.jpg,neutral
nmg,Jude_Law_0001.jpg,fear
nmg,Jude_Law_0002.jpg,anger
nmg,Judi_Dench_0001.jpg,fear
nmg,Judi_Dench_0002.jpg,neutral
nmg,Judi_Patton_0001.jpg,sadness
nmg,Judith_Nathan_0001.jpg,happiness
nmg,Judy_Dean_0001.jpg,neutral
nmg,Judy_Genshaft_0001.jpg,disgust
nmg,Judy_Genshaft_0002.jpg,contempt
nmg,Judy_Locy_0001.jpg,happiness
nmg,Judy_Spreckels_0001.jpg,happiness
nmg,Judy_Vassar_0001.jpg,happiness
nmg,Juergen_Braehmer_0001.jpg,neutral
nmg,Juergen_Chrobog_0001.jpg,neutral
nmg,Juergen_Peters_0002.jpg,happiness
nmg,Juergen_Schrempp_0001.jpg,neutral
nmg,Juergen_Trittin_0001.jpg,fear
nmg,Jules_Asner_0001.jpg,neutral
nmg,Julia_Glass_0001.jpg,happiness
nmg,Julia_Ormond_0001.jpg,happiness
nmg,Julia_Tymoshenko_0001.jpg,surprise
nmg,Julia_Tymoshenko_0002.jpg,contempt
nmg,Julia_Tymoshenko_0003.jpg,neutral
nmg,Julian_Battle_0001.jpg,neutral
nmg,Julian_Fantino_0001.jpg,fear
nmg,Julianna_Margulies_0001.jpg,happiness
nmg,Julianna_Margulies_0002.jpg,neutral
nmg,Julianne_Moore_0001.jpg,happiness
nmg,Julianne_Moore_0002.jpg,happiness
nmg,Julianne_Moore_0003.jpg,happiness
nmg,Julianne_Moore_0004.jpg,happiness
nmg,Julianne_Moore_0005.jpg,happiness
nmg,Julianne_Moore_0006.jpg,fear
nmg,Julianne_Moore_0007.jpg,happiness
nmg,Julianne_Moore_0008.jpg,happiness
nmg,Julianne_Moore_0009.jpg,happiness
nmg,Julianne_Moore_0010.jpg,neutral
nmg,Julianne_Moore_0011.jpg,neutral
nmg,Julianne_Moore_0012.jpg,happiness
nmg,Julianne_Moore_0013.jpg,happiness
nmg,Julianne_Moore_0014.jpg,happiness
nmg,Julianne_Moore_0015.jpg,neutral
nmg,Julianne_Moore_0016.jpg,surprise
nmg,Julianne_Moore_0017.jpg,happiness
nmg,Julianne_Moore_0018.jpg,happiness
nmg,Julianne_Moore_0019.jpg,surprise
nmg,Julie_Andrews_0001.jpg,happiness
nmg,Julie_Gerberding_0001.jpg,anger
nmg,Julie_Gerberding_0002.jpg,contempt
nmg,Julie_Gerberding_0003.jpg,neutral
nmg,Julie_Gerberding_0004.jpg,anger
nmg,Julie_Gerberding_0005.jpg,anger
nmg,Julie_Gerberding_0006.jpg,anger
nmg,Julie_Gerberding_0007.jpg,disgust
nmg,Julie_Gerberding_0008.jpg,neutral
nmg,Julie_Gerberding_0009.jpg,fear
nmg,Julie_Gerberding_0010.jpg,fear
nmg,Julie_Gerberding_0011.jpg,neutral
nmg,Julie_Gerberding_0012.jpg,neutral
nmg,Julie_Gerberding_0013.jpg,sadness
nmg,Julie_Gerberding_0014.jpg,neutral
nmg,Julie_Gerberding_0015.jpg,surprise
nmg,Julie_Goodenough_0001.jpg,happiness
nmg,Julie_Infante_0001.jpg,neutral
nmg,Julie_Taymor_0001.jpg,neutral
nmg,Julie_Taymor_0002.jpg,sadness
nmg,Julien_Boutter_0001.jpg,happiness
nmg,Julien_Varlet_0001.jpg,contempt
nmg,Juliette_Binoche_0001.jpg,happiness
nmg,Juliette_Lewis_0001.jpg,neutral
nmg,Julio_Cesar_Chavez_0001.jpg,happiness
nmg,Julio_Cesar_Franco_0001.jpg,neutral
nmg,Julio_De_Brun_0001.jpg,sadness
nmg,Julio_Iglesias_Jr_0001.jpg,surprise
nmg,Julio_Iglesias_Jr_0002.jpg,happiness
nmg,Julio_Rossi_0001.jpg,surprise
nmg,Julio_Toro_0001.jpg,happiness
nmg,Julius_Barnes_0001.jpg,neutral
nmg,Julius_Erving_0001.jpg,neutral
nmg,Juljia_Vysotskij_0001.jpg,happiness
nmg,Jung_Bong_0001.jpg,neutral
nmg,Junichi_Inamoto_0001.jpg,sadness
nmg,Junichiro_Koizumi_0001.jpg,neutral
nmg,Junichiro_Koizumi_0002.jpg,happiness
nmg,Junichiro_Koizumi_0003.jpg,sadness
nmg,Junichiro_Koizumi_0004.jpg,contempt
nmg,Junichiro_Koizumi_0005.jpg,happiness
nmg,Junichiro_Koizumi_0006.jpg,happiness
nmg,Junichiro_Koizumi_0007.jpg,neutral
nmg,Junichiro_Koizumi_0008.jpg,neutral
nmg,Junichiro_Koizumi_0009.jpg,anger
nmg,Junichiro_Koizumi_0010.jpg,neutral
nmg,Junichiro_Koizumi_0011.jpg,neutral
nmg,Junichiro_Koizumi_0012.jpg,anger
nmg,Junichiro_Koizumi_0013.jpg,neutral
nmg,Junichiro_Koizumi_0014.jpg,sadness
nmg,Junichiro_Koizumi_0016.jpg,neutral
nmg,Junichiro_Koizumi_0017.jpg,disgust
nmg,Junichiro_Koizumi_0019.jpg,neutral
nmg,Junichiro_Koizumi_0020.jpg,contempt
nmg,Junichiro_Koizumi_0021.jpg,neutral
nmg,Junichiro_Koizumi_0022.jpg,happiness
nmg,Junichiro_Koizumi_0023.jpg,happiness
nmg,Junichiro_Koizumi_0024.jpg,happiness
nmg,Junichiro_Koizumi_0025.jpg,happiness
nmg,Junichiro_Koizumi_0026.jpg,neutral
nmg,Junichiro_Koizumi_0027.jpg,disgust
nmg,Junichiro_Koizumi_0028.jpg,neutral
nmg,Junichiro_Koizumi_0029.jpg,neutral
nmg,Junichiro_Koizumi_0030.jpg,neutral
nmg,Junichiro_Koizumi_0032.jpg,sadness
nmg,Junichiro_Koizumi_0033.jpg,happiness
nmg,Junichiro_Koizumi_0034.jpg,neutral
nmg,Junichiro_Koizumi_0035.jpg,happiness
nmg,Junichiro_Koizumi_0036.jpg,neutral
nmg,Junichiro_Koizumi_0037.jpg,neutral
nmg,Junichiro_Koizumi_0038.jpg,neutral
nmg,Junichiro_Koizumi_0039.jpg,sadness
nmg,Junichiro_Koizumi_0040.jpg,happiness
nmg,Junichiro_Koizumi_0041.jpg,neutral
nmg,Junichiro_Koizumi_0042.jpg,sadness
nmg,Junichiro_Koizumi_0043.jpg,anger
nmg,Junichiro_Koizumi_0044.jpg,fear
nmg,Junichiro_Koizumi_0045.jpg,happiness
nmg,Junichiro_Koizumi_0046.jpg,sadness
nmg,Junichiro_Koizumi_0047.jpg,neutral
nmg,Junichiro_Koizumi_0048.jpg,happiness
nmg,Junichiro_Koizumi_0049.jpg,neutral
nmg,Junichiro_Koizumi_0050.jpg,neutral
nmg,Junichiro_Koizumi_0051.jpg,neutral
nmg,Junichiro_Koizumi_0052.jpg,happiness
nmg,Junichiro_Koizumi_0053.jpg,happiness
nmg,Junichiro_Koizumi_0054.jpg,neutral
nmg,Junichiro_Koizumi_0055.jpg,neutral
nmg,Junichiro_Koizumi_0056.jpg,neutral
nmg,Junichiro_Koizumi_0057.jpg,neutral
nmg,Junichiro_Koizumi_0058.jpg,happiness
nmg,Junichiro_Koizumi_0059.jpg,neutral
nmg,Junichiro_Koizumi_0060.jpg,neutral
nmg,Junko_Tabei_0001.jpg,surprise
nmg,Justin_Gatlin_0001.jpg,sadness
nmg,Justin_Gatlin_0002.jpg,happiness
nmg,Justin_Guarini_0001.jpg,disgust
nmg,Justin_Guarini_0002.jpg,happiness
nmg,Justin_Guarini_0003.jpg,happiness
nmg,Justin_Leonard_0001.jpg,sadness
nmg,Justin_Leonard_0002.jpg,happiness
nmg,Justin_Leonard_0003.jpg,fear
nmg,Justin_Leonard_0004.jpg,happiness
nmg,Justin_Marshall_0001.jpg,fear
nmg,Justin_Timberlake_0001.jpg,neutral
nmg,Justin_Timberlake_0002.jpg,happiness
nmg,Justin_Timberlake_0003.jpg,happiness
nmg,Justin_Timberlake_0004.jpg,happiness
nmg,Justin_Timberlake_0005.jpg,neutral
nmg,Justin_Timberlake_0006.jpg,surprise
nmg,Justin_Timberlake_0007.jpg,fear
nmg,Justin_Timberlake_0008.jpg,sadness
nmg,Justin_Wilson_0001.jpg,happiness
nmg,Justine_Henin_0001.jpg,neutral
nmg,Justine_Henin_0002.jpg,happiness
nmg,Justine_Pasek_0001.jpg,happiness
nmg,Justine_Pasek_0002.jpg,happiness
nmg,Justine_Pasek_0003.jpg,happiness
nmg,Justine_Pasek_0004.jpg,happiness
nmg,Justine_Pasek_0005.jpg,happiness
nmg,Justine_Pasek_0006.jpg,happiness
nmg,Justine_Pasek_0007.jpg,neutral
nmg,Kai-Uwe_Ricke_0001.jpg,happiness
nmg,Kaio_Almeida_0001.jpg,happiness
nmg,Kaisser_Bazan_0001.jpg,happiness
nmg,Kajsa_Bergqvist_0001.jpg,happiness
nmg,Kalpana_Chawla_0001.jpg,happiness
nmg,Kalpana_Chawla_0002.jpg,neutral
nmg,Kalpana_Chawla_0003.jpg,happiness
nmg,Kalpana_Chawla_0004.jpg,happiness
nmg,Kalpana_Chawla_0005.jpg,happiness
nmg,Kamal_Kharrazi_0001.jpg,anger
nmg,Kamal_Kharrazi_0002.jpg,sadness
nmg,Kamal_Kharrazi_0003.jpg,neutral
nmg,Kamal_Kharrazi_0004.jpg,sadness
nmg,Kamal_Kharrazi_0005.jpg,happiness
nmg,Kamal_Kharrazi_0006.jpg,neutral
nmg,Kamel_Morjane_0001.jpg,sadness
nmg,Kang_Gum-sil_0001.jpg,contempt
nmg,Kaoru_Hasuike_0001.jpg,surprise
nmg,Kara_Lynn_Joyce_0001.jpg,happiness
nmg,Kareena_Kapoor_0001.jpg,happiness
nmg,Karen_Allen_0001.jpg,happiness
nmg,Karen_Clarkson_0001.jpg,contempt
nmg,Karen_Lynn_Gorney_0001.jpg,happiness
nmg,Karen_Mok_0001.jpg,happiness
nmg,Karen_Mok_0002.jpg,happiness
nmg,Karen_Pereiras_0001.jpg,neutral
nmg,Karen_Sharpe_Kramer_0001.jpg,happiness
nmg,Karin_Pilsaeter_0001.jpg,surprise
nmg,Karin_Stoiber_0001.jpg,happiness
nmg,Karin_Stoiber_0002.jpg,happiness
nmg,Karin_Viard_0001.jpg,surprise
nmg,Karl-Heinz_Rummenigge_0001.jpg,fear
nmg,Karol_Kucera_0001.jpg,neutral
nmg,Kaspar_Villiger_0001.jpg,neutral
nmg,Katalin_Kollat_0001.jpg,neutral
nmg,Kate_Burton_0001.jpg,happiness
nmg,Kate_Capshaw_0001.jpg,neutral
nmg,Kate_Hudson_0001.jpg,happiness
nmg,Kate_Hudson_0002.jpg,neutral
nmg,Kate_Hudson_0003.jpg,happiness
nmg,Kate_Hudson_0004.jpg,neutral
nmg,Kate_Hudson_0005.jpg,neutral
nmg,Kate_Hudson_0006.jpg,happiness
nmg,Kate_Hudson_0007.jpg,happiness
nmg,Kate_Hudson_0008.jpg,surprise
nmg,Kate_Hudson_0009.jpg,happiness
nmg,Kate_Lee_0001.jpg,neutral
nmg,Kate_Moss_0001.jpg,contempt
nmg,Kate_Richardson_0001.jpg,fear
nmg,Kate_Starbird_0001.jpg,surprise
nmg,Kate_Winslet_0001.jpg,contempt
nmg,Kate_Winslet_0002.jpg,disgust
nmg,Kate_Winslet_0003.jpg,anger
nmg,Kate_Winslet_0004.jpg,disgust
nmg,Katerina_Smrzova_0001.jpg,happiness
nmg,Katharine_Hepburn_0001.jpg,happiness
nmg,Katherine_Harris_0001.jpg,happiness
nmg,Katherine_Harris_0002.jpg,sadness
nmg,Katherine_Harris_0003.jpg,neutral
nmg,Katherine_Harris_0004.jpg,sadness
nmg,Kathie_Louise_Saunders_0001.jpg,neutral
nmg,Kathleen_Abernathy_0001.jpg,anger
nmg,Kathleen_Glynn_0001.jpg,neutral
nmg,Kathleen_Glynn_0002.jpg,neutral
nmg,Kathleen_Kennedy_Townsend_0001.jpg,surprise
nmg,Kathleen_Kennedy_Townsend_0002.jpg,happiness
nmg,Kathleen_Kennedy_Townsend_0003.jpg,happiness
nmg,Kathleen_Kennedy_Townsend_0004.jpg,happiness
nmg,Kathryn_Bigelow_0001.jpg,happiness
nmg,Kathryn_Bigelow_0002.jpg,sadness
nmg,Kathryn_Grayson_0001.jpg,happiness
nmg,Kathryn_Morris_0001.jpg,neutral
nmg,Kathryn_Tucker_0001.jpg,surprise
nmg,Kathy_Baker_0001.jpg,happiness
nmg,Kathy_Bates_0001.jpg,neutral
nmg,Kathy_Gannon_0001.jpg,happiness
nmg,Kathy_Winters_0001.jpg,surprise
nmg,Kathy_Winters_0002.jpg,neutral
nmg,Katie_Boone_0001.jpg,surprise
nmg,Katie_Couric_0001.jpg,happiness
nmg,Katie_Harman_0001.jpg,happiness
nmg,Katie_Harman_0002.jpg,happiness
nmg,Katie_Harman_0003.jpg,happiness
nmg,Katie_Holmes_0001.jpg,neutral
nmg,Katie_Smith_0001.jpg,surprise
nmg,Katie_Wagner_0001.jpg,happiness
nmg,Katja_Riemann_0001.jpg,surprise
nmg,Katrin_Cartlidge_0001.jpg,neutral
nmg,Katrin_Susi_0001.jpg,happiness
nmg,Kay_Bailey_Hutchison_0001.jpg,sadness
nmg,Kay_Behrensmeyer_0001.jpg,disgust
nmg,Kaye_Young_0001.jpg,happiness
nmg,Keanu_Reeves_0001.jpg,happiness
nmg,Keanu_Reeves_0002.jpg,fear
nmg,Keanu_Reeves_0003.jpg,anger
nmg,Keanu_Reeves_0004.jpg,neutral
nmg,Keanu_Reeves_0005.jpg,neutral
nmg,Keanu_Reeves_0006.jpg,neutral
nmg,Keanu_Reeves_0007.jpg,neutral
nmg,Keanu_Reeves_0008.jpg,sadness
nmg,Keanu_Reeves_0009.jpg,neutral
nmg,Keanu_Reeves_0010.jpg,neutral
nmg,Keanu_Reeves_0011.jpg,neutral
nmg,Keanu_Reeves_0012.jpg,neutral
nmg,Keiko_Sofia_Fujimori_0001.jpg,neutral
nmg,Keira_Knightley_0001.jpg,neutral
nmg,Keira_Knightley_0002.jpg,happiness
nmg,Keith_Bishop_Jr_0001.jpg,happiness
nmg,Keith_Bogans_0001.jpg,neutral
nmg,Keith_Bogans_0002.jpg,neutral
nmg,Keith_Bogans_0003.jpg,surprise
nmg,Keith_Brown_0001.jpg,happiness
nmg,Keith_Fotta_0001.jpg,happiness
nmg,Keith_Foulke_0001.jpg,happiness
nmg,Keith_Lockhart_0001.jpg,happiness
nmg,Keith_Lowen_0001.jpg,anger
nmg,Keith_Olbermann_0001.jpg,neutral
nmg,Keith_Osik_0001.jpg,fear
nmg,Keith_Rodriguez_0001.jpg,sadness
nmg,Keith_Snyder_0001.jpg,neutral
nmg,Keith_Tyson_0001.jpg,neutral
nmg,Keith_Urban_0001.jpg,happiness
nmg,Keith_Van_Horn_0001.jpg,happiness
nmg,Keizo_Yamada_0001.jpg,sadness
nmg,Kelli_White_0001.jpg,happiness
nmg,Kelli_White_0002.jpg,happiness
nmg,Kellie_Coffey_0001.jpg,happiness
nmg,Kellie_Greene_0001.jpg,neutral
nmg,Kelly_Clarkson_0001.jpg,surprised
nmg,Kelly_Clarkson_0002.jpg,happiness
nmg,Kelly_Clarkson_0003.jpg,happiness
nmg,Kelly_Leigh_0001.jpg,happiness
nmg,Kelly_Osbourne_0001.jpg,disgust
nmg,Kelly_Ripa_0001.jpg,contempt
nmg,Kelly_Santos_0001.jpg,disgust
nmg,Kelsey_Grammer_0001.jpg,neutral
nmg,Kelvin_Sampson_0001.jpg,sadness
nmg,Kelvin_Sampson_0002.jpg,sadness
nmg,Kelvin_Sampson_0003.jpg,neutral
nmg,Kemal_Dervis_0001.jpg,anger
nmg,Kemal_Dervis_0002.jpg,anger
nmg,Kemal_Dervis_0003.jpg,contempt
nmg,Ken_Balk_0001.jpg,neutral
nmg,Ken_Dorsey_0001.jpg,happiness
nmg,Ken_Kutaragi_0001.jpg,surprise
nmg,Ken_Loach_0001.jpg,fear
nmg,Ken_Macha_0001.jpg,sadness
nmg,Ken_Macha_0002.jpg,happiness
nmg,Ken_Watanabe_0001.jpg,happiness
nmg,Ken_Watanabe_0002.jpg,happiness
nmg,Ken_Wharfe_0001.jpg,fear
nmg,Kenenisa_Bekele_0001.jpg,neutral
nmg,Kenneth_Bowersox_0001.jpg,neutral
nmg,Kenneth_Bowersox_0002.jpg,happiness
nmg,Kenneth_Bowersox_0003.jpg,happiness
nmg,Kenneth_Branagh_0001.jpg,happiness
nmg,Kenneth_Branagh_0002.jpg,happiness
nmg,Kenneth_Brill_0001.jpg,happiness
nmg,Kenneth_Carlsen_0001.jpg,fear
nmg,Kenneth_Cooper_0001.jpg,sadness
nmg,Kenneth_Dam_0001.jpg,sadness
nmg,Kenneth_Evans_0001.jpg,sadness
nmg,Kenneth_Evans_0002.jpg,sadness
nmg,Kenneth_Reichert_0001.jpg,neutral
nmg,Kenny_Brack_0001.jpg,neutral
nmg,Kenny_Chesney_0001.jpg,disgust
nmg,Kent_McCord_0001.jpg,contempt
nmg,Kent_Robinson_0001.jpg,anger
nmg,Kent_Rominger_0001.jpg,sadness
nmg,Kent_Rominger_0002.jpg,sadness
nmg,Kevin_Borseth_0001.jpg,sadness
nmg,Kevin_Costner_0001.jpg,neutral
nmg,Kevin_Costner_0002.jpg,neutral
nmg,Kevin_Costner_0003.jpg,neutral
nmg,Kevin_Costner_0004.jpg,happiness
nmg,Kevin_Costner_0005.jpg,neutral
nmg,Kevin_Costner_0006.jpg,neutral
nmg,Kevin_Costner_0007.jpg,happiness
nmg,Kevin_Costner_0008.jpg,happiness
nmg,Kevin_Crane_0001.jpg,sadness
nmg,Kevin_Garnett_0001.jpg,surprise
nmg,Kevin_Gil_0001.jpg,sadness
nmg,Kevin_Harvick_0001.jpg,happiness
nmg,Kevin_Hearn_0001.jpg,neutral
nmg,Kevin_James_0001.jpg,sadness
nmg,Kevin_Keegan_0001.jpg,surprise
nmg,Kevin_Marshall_0001.jpg,neutral
nmg,Kevin_Millwood_0001.jpg,happiness
nmg,Kevin_Nealon_0001.jpg,neutral
nmg,Kevin_Satterfield_0001.jpg,disgust
nmg,Kevin_Sorbo_0001.jpg,happiness
nmg,Kevin_Spacey_0001.jpg,happiness
nmg,Kevin_Spacey_0002.jpg,happiness
nmg,Kevin_Spacey_0003.jpg,happiness
nmg,Kevin_Spacey_0004.jpg,happiness
nmg,Kevin_Stallings_0001.jpg,sadness
nmg,Kevin_Stallings_0002.jpg,surprise
nmg,Kevin_Tarrant_0001.jpg,sadness
nmg,Khader_Rashid_Rahim_0001.jpg,sadness
nmg,Khaled_Sawalhi_0001.jpg,neutral
nmg,Khalid_Khannouchi_0001.jpg,happiness
nmg,Khalid_Qazi_0001.jpg,sadness
nmg,Khatol_Mohammad_Zai_0001.jpg,neutral
nmg,Khin_Nyunt_0001.jpg,sadness
nmg,Khum_Bahadur_Khadka_0001.jpg,anger
nmg,Kieran_Culkin_0001.jpg,sadness
nmg,Kieran_Prendergast_0001.jpg,neutral
nmg,Kieran_Prendergast_0002.jpg,neutral
nmg,Kifah_Ajouri_0001.jpg,sadness
nmg,Kifah_Ajouri_0002.jpg,sadness
nmg,Kiki_Vandeweghe_0001.jpg,contempt
nmg,Kiki_Vandeweghe_0002.jpg,happiness
nmg,Kim_Cattrall_0001.jpg,happiness
nmg,Kim_Chinn_0001.jpg,sadness
nmg,Kim_Clijsters_0001.jpg,anger
nmg,Kim_Clijsters_0002.jpg,happiness
