user.id,image,Primary,Secondary
x0512,Phil_Gramm_0001.jpg,sadness,sadness
x0512,Phil_Gramm_0002.jpg,happiness,happiness
x0512,Phil_Jackson_0001.jpg,happiness,happiness
x0512,Phil_Johnson_0001.jpg,fear,fear
x0512,Phil_McGraw_0001.jpg,happiness,happiness
x0512,Phil_Mickelson_0001.jpg,fear,fear
x0512,Phil_Mickelson_0002.jpg,anger,disgust
x0512,Phil_Morris_0001.jpg,sadness,sadness
x0512,Phil_Vassar_0001.jpg,happiness,happiness
x0512,Phil_Vassar_0002.jpg,happiness,happiness
x0512,Philip_Cummings_0001.jpg,neutral,neutral
x0512,Philip_Murtaugh_0001.jpg,happiness,happiness
x0512,Philippe_Gagnon_0001.jpg,happiness,happiness
x0512,Philippe_Noiret_0001.jpg,happiness,happiness
x0512,Philippe_Noiret_0002.jpg,sadness,sadness
x0512,Phillip_Fulmer_0001.jpg,fear,fear
x0512,Phillip_Seymor_Hoffmann_0001.jpg,happiness,happiness
x0512,Phillipe_Comtois_0001.jpg,happiness,happiness
x0512,Phoenix_Chang_0001.jpg,neutral,neutral
x0512,Picabo_Street_0001.jpg,happiness,happiness
x0512,Pier_Ferdinando_Casini_0001.jpg,fear,fear
x0512,Pierce_Brosnan_0001.jpg,anger,anger
x0512,Pierce_Brosnan_0002.jpg,sadness,sadness
x0512,Pierce_Brosnan_0003.jpg,happiness,happiness
x0512,Pierce_Brosnan_0004.jpg,neutral,neutral
x0512,Pierce_Brosnan_0005.jpg,happiness,happiness
x0512,Pierce_Brosnan_0007.jpg,sadness,sadness
x0512,Pierce_Brosnan_0008.jpg,fear,surprise
x0512,Pierce_Brosnan_0009.jpg,anger,anger
x0512,Pierce_Brosnan_0010.jpg,neutral,neutral
x0512,Pierce_Brosnan_0011.jpg,happiness,happiness
x0512,Pierce_Brosnan_0012.jpg,happiness,happiness
x0512,Pierce_Brosnan_0013.jpg,happiness,happiness
x0512,Pierce_Brosnan_0014.jpg,neutral,neutral
x0512,Pierce_Brosnan_0015.jpg,fear,fear
x0512,Pierre_Boulanger_0001.jpg,happiness,happiness
x0512,Pierre_Boulanger_0002.jpg,fear,surprise
x0512,Pierre_Gagnon_0001.jpg,neutral,neutral
x0512,Pierre_Lacroix_0001.jpg,neutral,neutral
x0512,Pierre_Pettigrew_0001.jpg,anger,anger
x0512,Pierre_Pettigrew_0002.jpg,sadness,sadness
x0512,Pierre_Pettigrew_0003.jpg,sadness,sadness
x0512,Pierre_Png_0001.jpg,happiness,happiness
x0512,Pierre_Van_Hooijdonk_0001.jpg,anger,anger
x0512,Piers_Sellers_0001.jpg,neutral,neutral
x0512,Pieter_Bouw_0001.jpg,anger,anger
x0512,Pilar_Montenegro_0001.jpg,sadness,sadness
x0512,Pinar_del_Rio_0001.jpg,neutral,neutral
x0512,Pio_Laghi_0001.jpg,neutral,neutral
x0512,Piotr_Anderszewski_0001.jpg,happiness,happiness
x0512,Placido_Domingo_0001.jpg,neutral,neutral
x0512,Placido_Domingo_0002.jpg,anger,disgust
x0512,Placido_Domingo_0003.jpg,anger,anger
x0512,Platon_Lebedev_0001.jpg,sadness,sadness
x0512,Poala_Suarez_0001.jpg,anger,disgust
x0512,Polona_Bas_0001.jpg,happiness,happiness
x0512,Porter_Goss_0001.jpg,fear,surprise
x0512,Portia_de_Rossi_0001.jpg,happiness,happiness
x0512,Prakash_Hinduja_0001.jpg,neutral,neutral
x0512,Prem_Kumar_Nair_0001.jpg,happiness,happiness
x0512,Prince_Charles_0001.jpg,neutral,neutral
x0512,Prince_Charles_0002.jpg,anger,anger
x0512,Prince_Charles_0003.jpg,fear,fear
x0512,Prince_Charles_0004.jpg,neutral,neutral
x0512,Prince_Charles_0005.jpg,happiness,happiness
x0512,Prince_Claus_0001.jpg,neutral,neutral
x0512,Prince_Claus_0002.jpg,happiness,happiness
x0512,Prince_Claus_0003.jpg,happiness,happiness
x0512,Prince_Claus_0004.jpg,neutral,neutral
x0512,Prince_Edward_0001.jpg,fear,fear
x0512,Prince_Edward_0002.jpg,happiness,happiness
x0512,Prince_Felipe_0001.jpg,happiness,happiness
x0512,Prince_Harry_0001.jpg,neutral,neutral
x0512,Prince_Harry_0002.jpg,happiness,happiness
x0512,Prince_Harry_0003.jpg,happiness,happiness
x0512,Prince_Naruhito_0001.jpg,happiness,happiness
x0512,Prince_Naruhito_0002.jpg,happiness,happiness
x0512,Prince_Naruhito_0003.jpg,neutral,neutral
x0512,Prince_Philippe_0001.jpg,happiness,happiness
x0512,Prince_Rainier_III_0001.jpg,sadness,sadness
x0512,Prince_Willem-Alexander_0001.jpg,neutral,neutral
x0512,Prince_Willem-Alexander_0002.jpg,sadness,sadness
x0512,Prince_Willem-Alexander_0003.jpg,sadness,sadness
x0512,Prince_William_0001.jpg,happiness,happiness
x0512,Prince_William_0002.jpg,fear,surprise
x0512,Princess_Aiko_0001.jpg,happiness,happiness
x0512,Princess_Aiko_0002.jpg,neutral,neutral
x0512,Princess_Anne_0001.jpg,anger,anger
x0512,Princess_Anne_0002.jpg,fear,surprise
x0512,Princess_Caroline_0001.jpg,happiness,happiness
x0512,Princess_Caroline_0002.jpg,happiness,happiness
x0512,Princess_Caroline_0003.jpg,happiness,happiness
x0512,Princess_Caroline_0004.jpg,happiness,happiness
x0512,Princess_Caroline_0005.jpg,fear,fear
x0512,Princess_Diana_0001.jpg,happiness,happiness
x0512,Princess_Elisabeth_0001.jpg,happiness,happiness
x0512,Princess_Elisabeth_0002.jpg,anger,anger
x0512,Princess_Hisako_0001.jpg,happiness,happiness
x0512,Princess_Masako_0001.jpg,happiness,happiness
x0512,Princess_Masako_0002.jpg,happiness,happiness
x0512,Princess_Maxima_0001.jpg,anger,disgust
x0512,Princess_Stephanie_0001.jpg,neutral,neutral
x0512,Princess_Victoria_0001.jpg,happiness,happiness
x0512,Pringe_Ernst_August_0001.jpg,happiness,happiness
x0512,Priscilla_Owen_0001.jpg,fear,fear
x0512,Priscilla_Owen_0002.jpg,happiness,happiness
x0512,Priscilla_Presley_0001.jpg,anger,anger
x0512,Priscilla_Presley_0002.jpg,neutral,neutral
x0512,Priyanka_Chopra_0001.jpg,happiness,happiness
x0512,Prospero_Pichay_0001.jpg,neutral,neutral
x0512,Pupi_Avati_0001.jpg,happiness,happiness
x0512,Pupi_Avati_0002.jpg,happiness,happiness
x0512,Pupi_Avati_0003.jpg,happiness,happiness
x0512,Pupi_Avati_0004.jpg,happiness,happiness
x0512,Pyar_Jung_Thapa_0001.jpg,anger,anger
x0512,Qais_al-Kazali_0001.jpg,sadness,sadness
x0512,Qazi_Afzal_0001.jpg,neutral,neutral
x0512,Qazi_Hussain_Ahmed_0001.jpg,neutral,neutral
x0512,Qian_Qichen_0001.jpg,neutral,neutral
x0512,Queen_Beatrix_0001.jpg,happiness,happiness
x0512,Queen_Beatrix_0002.jpg,happiness,happiness
x0512,Queen_Beatrix_0003.jpg,happiness,happiness
x0512,Queen_Beatrix_0004.jpg,happiness,happiness
x0512,Queen_Elizabeth_II_0001.jpg,happiness,happiness
x0512,Queen_Elizabeth_II_0002.jpg,anger,anger
x0512,Queen_Elizabeth_II_0003.jpg,happiness,happiness
x0512,Queen_Elizabeth_II_0004.jpg,fear,surprise
x0512,Queen_Elizabeth_II_0005.jpg,happiness,happiness
x0512,Queen_Elizabeth_II_0006.jpg,anger,anger
x0512,Queen_Elizabeth_II_0007.jpg,happiness,happiness
x0512,Queen_Elizabeth_II_0008.jpg,anger,anger
x0512,Queen_Elizabeth_II_0009.jpg,happiness,happiness
x0512,Queen_Elizabeth_II_0010.jpg,sadness,sadness
x0512,Queen_Elizabeth_II_0011.jpg,happiness,happiness
x0512,Queen_Elizabeth_II_0012.jpg,happiness,happiness
x0512,Queen_Elizabeth_II_0013.jpg,neutral,neutral
x0512,Queen_Latifah_0001.jpg,happiness,happiness
x0512,Queen_Latifah_0002.jpg,happiness,happiness
x0512,Queen_Latifah_0003.jpg,happiness,happiness
x0512,Queen_Latifah_0004.jpg,happiness,happiness
x0512,Queen_Noor_0001.jpg,neutral,neutral
x0512,Queen_Rania_0001.jpg,happiness,happiness
x0512,Queen_Rania_0002.jpg,happiness,happiness
x0512,Queen_Rania_0003.jpg,anger,anger
x0512,Queen_Rania_0004.jpg,neutral,neutral
x0512,Queen_Rania_0005.jpg,happiness,happiness
x0512,Queen_Silvia_0001.jpg,happiness,happiness
x0512,Queen_Sofia_0001.jpg,happiness,happiness
x0512,Quin_Snyder_0001.jpg,happiness,happiness
x0512,Quincy_Jones_0001.jpg,happiness,happiness
x0512,Qusai_Hussein_0001.jpg,anger,anger
x0512,Raaf_Schefter_0001.jpg,neutral,neutral
x0512,Raag_Singhal_0001.jpg,fear,fear
x0512,Rachel_Corrie_0001.jpg,sadness,sadness
x0512,Rachel_Griffiths_0001.jpg,happiness,happiness
x0512,Rachel_Griffiths_0002.jpg,happiness,happiness
x0512,Rachel_Griffiths_0003.jpg,anger,anger
x0512,Rachel_Hunter_0001.jpg,neutral,neutral
x0512,Rachel_Hunter_0002.jpg,neutral,neutral
x0512,Rachel_Hunter_0003.jpg,happiness,happiness
x0512,Rachel_Hunter_0004.jpg,neutral,neutral
x0512,Rachel_Kempson_0001.jpg,anger,anger
x0512,Rachel_Leigh_Cook_0001.jpg,happiness,happiness
x0512,Rachel_Roy_0001.jpg,happiness,happiness
x0512,Rachel_Wadsworth_0001.jpg,happiness,happiness
x0512,Rachel_Wheatley_0001.jpg,anger,disgust
x0512,Radovan_Karadzic_0001.jpg,sadness,sadness
x0512,Raf_Vallone_0001.jpg,neutral,neutral
x0512,Rafael_Bielsa_0001.jpg,neutral,neutral
x0512,Rafael_Ramirez_0001.jpg,anger,anger
x0512,Rafael_Ramirez_0002.jpg,anger,contempt
x0512,Rafael_Ramirez_0003.jpg,anger,anger
x0512,Rafael_Ramirez_0004.jpg,anger,anger
x0512,Rafeeuddin_Ahmed_0001.jpg,anger,anger
x0512,Rafidah_Aziz_0001.jpg,happiness,happiness
x0512,Rafiq_Hariri_0001.jpg,happiness,happiness
x0512,Raghad_Saddam_Hussein_0001.jpg,anger,anger
x0512,Raghad_Saddam_Hussein_0002.jpg,sadness,sadness
x0512,Rahul_Dravid_0001.jpg,happiness,happiness
x0512,Rainer_Geulen_0001.jpg,anger,anger
x0512,Rainer_Gut_0001.jpg,neutral,neutral
x0512,Rainer_Schuettler_0001.jpg,neutral,neutral
x0512,Rainer_Schuettler_0002.jpg,fear,fear
x0512,Rainer_Schuettler_0004.jpg,happiness,happiness
x0512,Rainer_Schuettler_0005.jpg,anger,anger
x0512,Raja_Ibrahim_0001.jpg,anger,anger
x0512,Raja_Qureshi_0001.jpg,anger,anger
x0512,Raja_Ramani_0001.jpg,anger,disgust
x0512,Raja_Zafar-ul-Haq_0001.jpg,happiness,happiness
x0512,Ralf_Schumacher_0001.jpg,happiness,happiness
x0512,Ralf_Schumacher_0002.jpg,fear,fear
x0512,Ralf_Schumacher_0003.jpg,fear,fear
x0512,Ralf_Schumacher_0004.jpg,happiness,happiness
x0512,Ralf_Schumacher_0005.jpg,sadness,sadness
x0512,Ralf_Schumacher_0006.jpg,anger,anger
x0512,Ralf_Schumacher_0007.jpg,fear,fear
x0512,Ralf_Schumacher_0008.jpg,happiness,happiness
x0512,Ralph_Fiennes_0001.jpg,happiness,happiness
x0512,Ralph_Firman_0001.jpg,fear,fear
x0512,Ralph_Firman_0002.jpg,fear,surprise
x0512,Ralph_Friedgen_0001.jpg,sadness,sadness
x0512,Ralph_Goodale_0001.jpg,sadness,sadness
x0512,Ralph_Klein_0001.jpg,happiness,happiness
x0512,Ralph_Klein_0002.jpg,anger,anger
x0512,Ralph_Lauren_0001.jpg,happiness,happiness
x0512,Ralph_Lauren_0002.jpg,happiness,happiness
x0512,Ralph_Nader_0001.jpg,anger,anger
x0512,Ralph_Sampson_0001.jpg,happiness,happiness
x0512,Ramiro_Goben_Reducindo_0001.jpg,happiness,happiness
x0512,Ramon_Delgado_0001.jpg,fear,fear
x0512,Ramon_Ponce_de_Leon_0001.jpg,neutral,neutral
x0512,Ramon_Santana_0001.jpg,happiness,happiness
x0512,Ramona_Rispton_0001.jpg,neutral,neutral
x0512,Rand_Beers_0001.jpg,fear,fear
x0512,Rand_Miller_0001.jpg,neutral,neutral
x0512,Randall_Terry_0001.jpg,fear,fear
x0512,Randall_Tobias_0001.jpg,neutral,neutral
x0512,Randy_Brown_0001.jpg,fear,fear
x0512,Randy_Dryer_0001.jpg,fear,surprise
x0512,Randy_Ferbey_0001.jpg,fear,surprise
x0512,Randy_Jackson_0001.jpg,happiness,happiness
x0512,Randy_Johnson_0001.jpg,anger,anger
x0512,Randy_Travis_0001.jpg,anger,anger
x0512,Rani_Mukherjee_0001.jpg,happiness,happiness
x0512,Ranil_Wickremasinghe_0001.jpg,anger,anger
x0512,Ranil_Wickremasinghe_0002.jpg,sadness,sadness
x0512,Ranil_Wickremasinghe_0003.jpg,neutral,neutral
x0512,Raoul_Ruiz_0001.jpg,happiness,happiness
x0512,Raoul_Ruiz_0002.jpg,fear,surprise
x0512,Raoul_Ruiz_0003.jpg,neutral,neutral
x0512,Raoul_Ruiz_0004.jpg,neutral,neutral
x0512,Raquel_Welch_0001.jpg,neutral,neutral
x0512,Raquel_Welch_0002.jpg,neutral,neutral
x0512,Rashid_Qureshi_0001.jpg,anger,anger
x0512,Ratna_Sari_Dewi_Sukarno_0001.jpg,happiness,happiness
x0512,Raul_Castaneda_0001.jpg,happiness,happiness
x0512,Raul_Chacon_0001.jpg,happiness,happiness
x0512,Raul_Cubas_0001.jpg,neutral,neutral
x0512,Raul_Gonzalez_0001.jpg,neutral,neutral
x0512,Raul_Ibanez_0001.jpg,fear,fear
x0512,Raul_Mondesi_0001.jpg,happiness,happiness
x0512,Raul_Rivero_0001.jpg,anger,anger
x0512,Ravan_AG_Farhadi_0001.jpg,happiness,happiness
x0512,Ray_Allen_0001.jpg,fear,fear
x0512,Ray_Allen_0002.jpg,fear,surprise
x0512,Ray_Allen_0003.jpg,happiness,happiness
x0512,Ray_Bradbury_0001.jpg,happiness,happiness
x0512,Ray_Evernham_0001.jpg,happiness,happiness
x0512,Ray_Halbritter_0001.jpg,happiness,happiness
x0512,Ray_Lewis_0001.jpg,anger,anger
x0512,Ray_Liotta_0001.jpg,happiness,happiness
x0512,Ray_Lucas_0001.jpg,happiness,happiness
x0512,Ray_Nagin_0001.jpg,happiness,happiness
x0512,Ray_Nagin_0002.jpg,happiness,happiness
x0512,Ray_Price_0001.jpg,sadness,sadness
x0512,Ray_Romano_0001.jpg,happiness,happiness
x0512,Ray_Romano_0002.jpg,happiness,happiness
x0512,Ray_Romano_0003.jpg,happiness,happiness
x0512,Ray_Romano_0004.jpg,happiness,happiness
x0512,Ray_Romano_0005.jpg,fear,fear
x0512,Ray_Romano_0006.jpg,happiness,happiness
x0512,Ray_Romano_0007.jpg,anger,anger
x0512,Ray_Romano_0008.jpg,happiness,happiness
x0512,Ray_Romano_0009.jpg,happiness,happiness
x0512,Ray_Sherman_0001.jpg,happiness,happiness
x0512,Ray_Wasden_0001.jpg,anger,anger
x0512,Ray_Young_0001.jpg,anger,anger
x0512,Raymond_Arthurs_0001.jpg,anger,anger
x0512,Raymond_Odierno_0001.jpg,anger,contempt
x0512,Raymond_Odierno_0002.jpg,anger,anger
x0512,Raza_Rabbani_0001.jpg,anger,anger
x0512,Razali_Ismail_0001.jpg,sadness,sadness
x0512,Rebecca_Romijn-Stamos_0001.jpg,happiness,happiness
x0512,Rebecca_Romijn-Stamos_0002.jpg,happiness,happiness
x0512,Rebecca_Romijn-Stamos_0003.jpg,happiness,happiness
x0512,Rebecca_Romijn-Stamos_0004.jpg,happiness,happiness
x0512,Rebekah_Chantay_Revels_0001.jpg,fear,surprise
x0512,Rebekah_Chantay_Revels_0002.jpg,anger,anger
x0512,Rebekah_Chantay_Revels_0003.jpg,anger,anger
x0512,Rebekah_Chantay_Revels_0004.jpg,fear,fear
x0512,Recep_Tayyip_Erdogan_0001.jpg,happiness,happiness
x0512,Recep_Tayyip_Erdogan_0003.jpg,sadness,sadness
x0512,Recep_Tayyip_Erdogan_0004.jpg,anger,anger
x0512,Recep_Tayyip_Erdogan_0005.jpg,anger,anger
x0512,Recep_Tayyip_Erdogan_0007.jpg,anger,anger
x0512,Recep_Tayyip_Erdogan_0008.jpg,happiness,happiness
x0512,Recep_Tayyip_Erdogan_0009.jpg,neutral,neutral
x0512,Recep_Tayyip_Erdogan_0010.jpg,neutral,neutral
x0512,Recep_Tayyip_Erdogan_0011.jpg,happiness,happiness
x0512,Recep_Tayyip_Erdogan_0012.jpg,happiness,happiness
x0512,Recep_Tayyip_Erdogan_0013.jpg,anger,disgust
x0512,Recep_Tayyip_Erdogan_0014.jpg,fear,fear
x0512,Recep_Tayyip_Erdogan_0015.jpg,neutral,neutral
x0512,Recep_Tayyip_Erdogan_0016.jpg,anger,anger
x0512,Recep_Tayyip_Erdogan_0017.jpg,anger,contempt
x0512,Recep_Tayyip_Erdogan_0018.jpg,anger,anger
x0512,Recep_Tayyip_Erdogan_0019.jpg,happiness,happiness
x0512,Recep_Tayyip_Erdogan_0020.jpg,fear,fear
x0512,Recep_Tayyip_Erdogan_0021.jpg,anger,contempt
x0512,Recep_Tayyip_Erdogan_0022.jpg,anger,disgust
x0512,Recep_Tayyip_Erdogan_0024.jpg,fear,fear
x0512,Recep_Tayyip_Erdogan_0025.jpg,happiness,happiness
x0512,Recep_Tayyip_Erdogan_0026.jpg,sadness,sadness
x0512,Recep_Tayyip_Erdogan_0027.jpg,anger,contempt
x0512,Recep_Tayyip_Erdogan_0028.jpg,fear,fear
x0512,Recep_Tayyip_Erdogan_0029.jpg,anger,anger
x0512,Recep_Tayyip_Erdogan_0030.jpg,neutral,neutral
x0512,Red_Auerbach_0001.jpg,anger,anger
x0512,Reese_Witherspoon_0001.jpg,neutral,neutral
x0512,Reese_Witherspoon_0002.jpg,happiness,happiness
x0512,Reese_Witherspoon_0003.jpg,happiness,happiness
x0512,Reese_Witherspoon_0004.jpg,fear,surprise
x0512,Reggie_Lewis_0001.jpg,happiness,happiness
x0512,Reggie_Miller_0001.jpg,anger,disgust
x0512,Reggie_Miller_0002.jpg,fear,surprise
x0512,Reggie_Sanders_0001.jpg,fear,surprise
x0512,Regina_Ip_0001.jpg,neutral,neutral
x0512,Reginald_Hudlin_0001.jpg,happiness,happiness
x0512,Reina_Hayes_0001.jpg,happiness,happiness
x0512,Reinhard_Buetikofer_0001.jpg,happiness,happiness
x0512,Ren_Qingjin_0001.jpg,fear,fear
x0512,Rena_Sofer_0001.jpg,fear,fear
x0512,Renato_Soru_0001.jpg,anger,anger
x0512,Rene_Antonio_Leon_Rodriguez_0001.,anger,disgust
x0512,Rene_Portland_0001.jpg,fear,fear
x0512,Renee_Zellweger_0001.jpg,happiness,happiness
x0512,Renee_Zellweger_0002.jpg,happiness,happiness
x0512,Renee_Zellweger_0003.jpg,happiness,happiness
x0512,Renee_Zellweger_0004.jpg,happiness,happiness
x0512,Renee_Zellweger_0005.jpg,anger,disgust
x0512,Renee_Zellweger_0006.jpg,happiness,happiness
x0512,Renee_Zellweger_0007.jpg,happiness,happiness
x0512,Renee_Zellweger_0008.jpg,happiness,happiness
x0512,Renee_Zellweger_0009.jpg,happiness,happiness
x0512,Renee_Zellweger_0010.jpg,happiness,happiness
x0512,Renee_Zellweger_0011.jpg,anger,anger
x0512,Renee_Zellweger_0012.jpg,happiness,happiness
x0512,Renee_Zellweger_0013.jpg,happiness,happiness
x0512,Renee_Zellweger_0014.jpg,happiness,happiness
x0512,Renee_Zellweger_0015.jpg,happiness,happiness
x0512,Renee_Zellweger_0016.jpg,happiness,happiness
x0512,Renee_Zellweger_0017.jpg,anger,anger
x0512,Retief_Goosen_0001.jpg,happiness,happiness
x0512,Rey_Sanchez_0001.jpg,happiness,happiness
x0512,Reyyan_Uzuner_0001.jpg,happiness,happiness
x0512,Rhett_Warrener_0001.jpg,happiness,happiness
x0512,Rhina_Villatoro_0001.jpg,anger,anger
x0512,Ricardo_Lagos_0001.jpg,neutral,neutral
x0512,Ricardo_Lagos_0002.jpg,sadness,sadness
x0512,Ricardo_Lagos_0003.jpg,anger,anger
x0512,Ricardo_Lagos_0004.jpg,sadness,sadness
x0512,Ricardo_Lagos_0005.jpg,anger,anger
x0512,Ricardo_Lagos_0006.jpg,anger,anger
x0512,Ricardo_Lagos_0007.jpg,happiness,happiness
x0512,Ricardo_Lagos_0008.jpg,fear,surprise
x0512,Ricardo_Lagos_0009.jpg,neutral,neutral
x0512,Ricardo_Lagos_0010.jpg,fear,fear
x0512,Ricardo_Lagos_0011.jpg,anger,anger
x0512,Ricardo_Lagos_0012.jpg,happiness,happiness
x0512,Ricardo_Lagos_0013.jpg,sadness,sadness
x0512,Ricardo_Lagos_0014.jpg,neutral,neutral
x0512,Ricardo_Lagos_0015.jpg,happiness,happiness
x0512,Ricardo_Lagos_0016.jpg,sadness,sadness
x0512,Ricardo_Lagos_0017.jpg,anger,anger
x0512,Ricardo_Lagos_0018.jpg,anger,anger
x0512,Ricardo_Lagos_0019.jpg,anger,anger
x0512,Ricardo_Lagos_0020.jpg,happiness,happiness
x0512,Ricardo_Lagos_0021.jpg,sadness,sadness
x0512,Ricardo_Lagos_0022.jpg,neutral,neutral
x0512,Ricardo_Lagos_0023.jpg,anger,anger
x0512,Ricardo_Lagos_0024.jpg,anger,disgust
x0512,Ricardo_Lagos_0025.jpg,fear,fear
x0512,Ricardo_Lagos_0026.jpg,happiness,happiness
x0512,Ricardo_Lagos_0027.jpg,neutral,neutral
x0512,Ricardo_Lopez_Murphy_0001.jpg,happiness,happiness
x0512,Ricardo_Lopez_Murphy_0002.jpg,neutral,neutral
x0512,Ricardo_Maduro_0001.jpg,happiness,happiness
x0512,Ricardo_Maduro_0002.jpg,happiness,happiness
x0512,Ricardo_Mayorga_0001.jpg,anger,anger
x0512,Ricardo_Monasterio_0001.jpg,happiness,happiness
x0512,Ricardo_Monasterio_0002.jpg,fear,surprise
x0512,Ricardo_Sanchez_0001.jpg,happiness,happiness
x0512,Ricardo_Sanchez_0002.jpg,fear,fear
x0512,Ricardo_Sanchez_0003.jpg,fear,fear
x0512,Ricardo_Sanchez_0004.jpg,neutral,neutral
x0512,Ricardo_Sanchez_0005.jpg,neutral,neutral
x0512,Ricardo_Sanchez_0006.jpg,happiness,happiness
x0512,Riccardo_Muti_0001.jpg,neutral,neutral
x0512,Rich_Brooks_0001.jpg,anger,anger
x0512,Rich_Gannon_0001.jpg,happiness,happiness
x0512,Rich_Gannon_0002.jpg,happiness,happiness
x0512,Richard_Armitage_0001.jpg,happiness,happiness
x0512,Richard_Armitage_0002.jpg,fear,fear
x0512,Richard_Armitage_0003.jpg,sadness,sadness
x0512,Richard_Armitage_0004.jpg,anger,anger
x0512,Richard_Armitage_0005.jpg,happiness,happiness
x0512,Richard_Armitage_0006.jpg,sadness,sadness
x0512,Richard_Armitage_0007.jpg,fear,surprise
x0512,Richard_Armitage_0008.jpg,happiness,happiness
x0512,Richard_Barry_0001.jpg,sadness,sadness
x0512,Richard_Branson_0001.jpg,neutral,neutral
x0512,Richard_Branson_0002.jpg,happiness,happiness
x0512,Richard_Butler_0001.jpg,anger,anger
x0512,Richard_Butler_0002.jpg,anger,contempt
x0512,Richard_Carl_0001.jpg,happiness,happiness
x0512,Richard_Chamberlain_0001.jpg,happiness,happiness
x0512,Richard_Cohen_0001.jpg,fear,surprise
x0512,Richard_Crenna_0001.jpg,happiness,happiness
x0512,Richard_Crenna_0002.jpg,happiness,happiness
