user.id,image,emotion,
jhamski,FaridaJalal_35.jpg,NEUTRAL,LEFT
jhamski,FaridaJalal_36.jpg,NEUTRAL,LEFT
jhamski,FaridaJalal_37.jpg,NEUTRAL,FRONTAL
jhamski,FaridaJalal_38.jpg,NEUTRAL,FRONTAL
jhamski,FaridaJalal_39.jpg,DISGUST,LEFT
jhamski,FaridaJalal_4.jpg,DISGUST,FRONTAL
jhamski,FaridaJalal_40.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_41.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_42.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_43.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_44.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_45.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_46.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_47.jpg,NEUTRAL,FRONTAL
jhamski,FaridaJalal_48.jpg,ANGER,FRONTAL
jhamski,FaridaJalal_49.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_5.jpg,DISGUST,RIGHT
jhamski,FaridaJalal_50.jpg,HAPPINESS,DOWN
jhamski,FaridaJalal_51.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_52.jpg,HAPPINESS,UP
jhamski,FaridaJalal_53.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_54.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_55.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_56.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_57.jpg,DISGUST,FRONTAL
jhamski,FaridaJalal_58.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_59.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_6.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_60.jpg,NEUTRAL,RIGHT
jhamski,FaridaJalal_61.jpg,NEUTRAL,RIGHT
jhamski,FaridaJalal_62.jpg,NEUTRAL,RIGHT
jhamski,FaridaJalal_63.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_64.jpg,HAPPINESS,DOWN
jhamski,FaridaJalal_65.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_66.jpg,NEUTRAL,FRONTAL
jhamski,FaridaJalal_67.jpg,NEUTRAL,LEFT
jhamski,FaridaJalal_68.jpg,NEUTRAL,DOWN
jhamski,FaridaJalal_69.jpg,SADNESS,FRONTAL
jhamski,FaridaJalal_7.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_70.jpg,NEUTRAL,RIGHT
jhamski,FaridaJalal_71.jpg,NEUTRAL,FRONTAL
jhamski,FaridaJalal_72.jpg,NEUTRAL,FRONTAL
jhamski,FaridaJalal_73.jpg,SADNESS,FRONTAL
jhamski,FaridaJalal_74.jpg,SADNESS,RIGHT
jhamski,FaridaJalal_75.jpg,SADNESS,FRONTAL
jhamski,FaridaJalal_76.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_77.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_78.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_79.jpg,NEUTRAL,LEFT
jhamski,FaridaJalal_8.jpg,HAPPINESS,DOWN
jhamski,FaridaJalal_80.jpg,NEUTRAL,LEFT
jhamski,FaridaJalal_81.jpg,NEUTRAL,LEFT
jhamski,FaridaJalal_82.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_83.jpg,NEUTRAL,RIGHT
jhamski,FaridaJalal_84.jpg,NEUTRAL,LEFT
jhamski,FaridaJalal_85.jpg,NEUTRAL,RIGHT
jhamski,FaridaJalal_86.jpg,NEUTRAL,LEFT
jhamski,FaridaJalal_87.jpg,NEUTRAL,FRONTAL
jhamski,FaridaJalal_88.jpg,SADNESS,DOWN
jhamski,FaridaJalal_89.jpg,HAPPINESS,DOWN
jhamski,FaridaJalal_9.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_90.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_91.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_92.jpg,HAPPINESS,RIGHT
jhamski,FaridaJalal_93.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_94.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_95.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_96.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_97.jpg,HAPPINESS,FRONTAL
jhamski,FaridaJalal_98.jpg,HAPPINESS,LEFT
jhamski,FaridaJalal_99.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_1.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_10.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_100.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_101.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_102.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_103.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_104.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_105.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_107.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_108.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_109.jpg,DISGUST,FRONTAL
jhamski,HrithikRoshan_11.jpg,DISGUST,LEFT
jhamski,HrithikRoshan_110.jpg,DISGUST,UP
jhamski,HrithikRoshan_111.jpg,DISGUST,LEFT
jhamski,HrithikRoshan_112.jpg,DISGUST,LEFT
jhamski,HrithikRoshan_113.jpg,DISGUST,FRONTAL
jhamski,HrithikRoshan_115.jpg,DISGUST,RIGHT
jhamski,HrithikRoshan_116.jpg,DISGUST,FRONTAL
jhamski,HrithikRoshan_117.jpg,DISGUST,LEFT
jhamski,HrithikRoshan_118.jpg,DISGUST,FRONTAL
jhamski,HrithikRoshan_119.jpg,DISGUST,FRONTAL
jhamski,HrithikRoshan_12.jpg,DISGUST,RIGHT
jhamski,HrithikRoshan_120.jpg,DISGUST,LEFT
jhamski,HrithikRoshan_121.jpg,DISGUST,LEFT
jhamski,HrithikRoshan_122.jpg,DISGUST,LEFT
jhamski,HrithikRoshan_123.jpg,DISGUST,LEFT
jhamski,HrithikRoshan_124.jpg,DISGUST,RIGHT
jhamski,HrithikRoshan_125.jpg,DISGUST,FRONTAL
jhamski,HrithikRoshan_126.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_127.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_128.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_129.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_13.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_130.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_131.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_132.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_133.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_134.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_135.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_136.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_137.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_138.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_139.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_14.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_140.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_141.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_142.jpg,HAPPINESS,UP
jhamski,HrithikRoshan_143.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_144.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_145.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_146.jpg,HAPPINESS,UP
jhamski,HrithikRoshan_147.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_148.jpg,SURPRISE,FRONTAL
jhamski,HrithikRoshan_149.jpg,SURPRISE,LEFT
jhamski,HrithikRoshan_15.jpg,HAPPINESS,FRONTAL
